p.case_id,c.name,c.dimension
199,tries to act normal,neurodiversity
199,feels exhausted and drained,gender
199,tries to get supervisor involved,gender
199,hides having two mothers,lgbtqia
199,masks,lgbtqia
199,self-censors,lgbtqia
199,experiences eye rolls over pronouns,pronouns
199,groups of like-minded people,identity_affinities
19,feels empathy,class
19,positive feelings,pronoun_feelings
19,strategically levels up to gain status,class
19,"having a choice and a space to share about identity is a must-have feature, provide a platform to rise above the community and make the community of skills rather than old/biased thought processes",identity_reflection
19,uses self-confidence,class
19,observes lgbtqia+ discrimination in family,gender
19,observes lgbtqia+ intolerance,gender
19,self-censors,gender
19,withholds opinions about lbgtbqia+,gender
19,practices gratitude,class
19,uses open communication,class
19,learns and empowers self,class
19,hides whole self,gender
19,fears,gender
19,feels safe sharing in survey,gender
19,hopes that technology will solve gender bias and discrimination and uplift people,gender
19,avoids frictions,gender
19,works harder or overcompensates,class
19,pronouns feel affirming or empowering,pronoun_feelings
19,obtains education,class
19,centers skills and knowledge rather than class,class
171,professionalizes,age
171,avoids eye contact,neurodiversity
171,exaggerates about travel to fit in,class
171,scripts exactly what to say,neurodiversity
171,sways back and forth,neurodiversity
171,takes copious notes to avoid forgetting,neurodiversity
171,uses privacy at times (hides details to protect self),disability
171,positive feelings,pronoun_feelings
171,lies,class
171,uses privacy (hides details or protects self),gender
171,isolates to avoid overstimulation,neurodiversity
171,isolates to decompress,neurodiversity
171,avoids sounding direct or blunt or assertive,gender
171,shares pronouns in email signature,pronouns
171,"online friends, mental health communities (bipolar/ADHD), women, others with left-leaning values and beliefs",identity_affinities
171,hides lgbtqia+ identity as needed,lgbtqia
171,hides state (hypomanic or depressive),disability
171,tries to be worthy and ‘normal’,disability
171,uses alone time to decompress,disability
171,"\""People preach acceptance but rarely actually commit to it or understand how others’ identity based differences present in the real world.\""",identity_reflection
171,looks up instead of keeping eye contact,neurodiversity
171,masks,neurodiversity
171,changes language or avoids slang,age
171,builds intergenerational relationships,age
171,experiences pressure of judgements and assumptions,disability
171,experiences/observes no racial or ethnic discrimination,race-ethnicity
171,works harder or overcompensates,neurodiversity
171,works harder or overcompensates,disability
171,experiences/observes no religious discrimination,religion
171,assimilates into dominant culture,age
171,does not ask for help,disability
171,assimilates into dominant culture,class
171,hides whole self,disability
171,hides whole self,neurodiversity
171,avoids frictions,neurodiversity
171,assimilates into dominant culture,gender
171,experiences/observes gender discrimination,gender
171,changes behavior to fit in,age
171,avoids interacting with male colleagues so they don't assume its flirting,gender
171,manages difficult situations,lgbtqia
171,hides whole self,lgbtqia
171,experiences pronoun use as comfortable,pronouns
171,uses privacy at times (hides details to protect self),lgbtqia
171,avoids friction,lgbtqia
171,stims,neurodiversity
171,avoids situations,disability
171,isolates or withdraws,disability
171,adapts attitudes or behaviors to situation,lgbtqia
171,avoids frictions,gender
171,uses privacy (hides details or protects self),neurodiversity
171,changes voice tone or manner of speaking,gender
171,shares pronouns when asked,pronouns
171,isolates or withdraws,neurodiversity
171,does not ask for help,neurodiversity
171,considers pronoun use through lens of self,pronouns
171,changes voice or tone or manner of speaking,age
63,positive feelings,pronoun_feelings
63,uses different pronouns,pronouns
63,Talk about shit you’re interested in and people will listen.,identity_reflection
63,experiences pronoun use as good,pronouns
63,experiences/observes no classism,class
63,experiences/observes no religious discrimination,religion
63,experiences/observes no ableism,disability
63,experiences/observes no neurodiversity discrimination,neurodiversity
63,experiences/observes no gender discrimination,gender
63,considers pronoun use through lens of self,pronouns
81,"\""We all live different lives and may have similar circumstances or situations but that should never undermine someone else’s experience or life\""",identity_reflection
81,impersonates others,neurodiversity
81,learns to not care what people think,gender
81,masks,neurodiversity
81,pronouns feel supportive for others,pronoun_feelings
81,experiences pronoun use as positive but too big a deal sometimes (others making corrections),pronouns
81,hides whole self,neurodiversity
81,avoids frictions,neurodiversity
81,learns and empowers self,gender
81,resists pressures,gender
81,mimics,neurodiversity
81,centers self rejects impositions,gender
81,uses privacy (hides details or protects self),neurodiversity
81,considers pronoun use through lens of self and others,pronouns
81,matches energy and speech patterns of others,neurodiversity
81,no longer cares about being misgendered,pronouns
81,pretends or performs for others,neurodiversity
81,mirrors,neurodiversity
68,ignores class discrimination,class
68,indifferent feelings,pronoun_feelings
68,uses self-confidence,class
68,experiences/observes no ableism,disability
68,resists pressures,class
68,assimilates into dominant culture,race-ethnicity
68,feels confident,religion
68,feels pride,religion
68,learns and empowers self,neurodiversity
68,sets boundaries,class
68,lives life,class
68,feels religious pride or joy,religion
68,builds confidence,neurodiversity
68,overcomes avoidance,neurodiversity
68,an identity conversation I like is the idea of self love. How much does one really love themselves and do they love themselves inside and outside? How hard or how long or what did it take to get to a place where they could love themselves?,identity_reflection
68,changes name or uses nickname,race-ethnicity
182,pronouns feel complicated,pronoun_feelings
182,"thought \""am so nervous that when i misgender someone they will think it is intentional\""",pronoun_feelings
182,"art, people who grew up poor",identity_affinities
182,controls impressions through grooming or personal hygiene,age
182,controls impressions using clothing or makeup,age
182,code-switches,class
182,assimilates into dominant culture,age
182,assimilates into dominant culture,class
182,ambivalent feelings,pronoun_feelings
182,"\""I left home when I was 16 and had to work very hard to survive and found some financial success, though could never figure out going to college and staying afloat. I raised my daughter and recently started depaul after getting my AA.\""",identity_reflection
182,mirrors,class
325,buys designer items,class
325,experiences multiracial or multi-ethnicity complexity,race-ethnicity
325,avoids dating self,age
325,experiences identity misattribution and/or passing fatigue or friction or discomfort,race-ethnicity
325,performs as more affluent,class
